UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,Temperature Difference,Mechanical Load Proxy,Torque Speed Ratio
2913,L50092,L,300.7,309.6,1661.0,30.3,129.0,0,0,8.900000000000034,50328.3,0.01823104693140794
2914,L50093,L,300.7,309.6,1541.0,34.6,131.0,0,0,8.900000000000034,53318.600000000006,0.02243839169909209
2915,H32328,H,300.6,309.6,1888.0,20.5,133.0,0,0,9.0,38704.0,0.01085230280571731
2916,L50095,L,300.5,309.5,1255.0,62.1,138.0,0,0,9.0,77935.5,0.04944267515923567
2917,L50096,L,300.6,309.6,1411.0,41.6,140.0,0,0,9.0,58697.6,0.029461756373937678
2918,L50097,L,300.6,309.5,1516.0,39.0,142.0,0,0,8.899999999999977,59124.0,0.025708635464733027
2919,M17778,M,300.6,309.5,1492.0,34.0,144.0,0,0,8.899999999999977,50728.0,0.02277294038847957
2920,L50099,L,300.6,309.6,1726.0,30.0,147.0,0,0,9.0,51780.0,0.017371163867979156
2921,L50100,L,300.7,309.7,1598.0,33.7,149.0,0,0,9.0,53852.600000000006,0.02107567229518449
2922,L50101,L,300.8,309.8,1657.0,31.1,151.0,0,0,9.0,51532.700000000004,0.018757539203860075
2923,L50102,L,300.8,309.7,1481.0,38.1,153.0,0,0,8.899999999999977,56426.1,0.0257085020242915
2924,M17783,M,300.7,309.7,1397.0,51.3,155.0,0,0,9.0,71666.09999999999,0.03669527896995708
2925,L50104,L,300.8,309.7,1461.0,44.3,158.0,0,0,8.899999999999977,64722.299999999996,0.03030095759233926
2926,M17785,M,300.7,309.6,1388.0,51.1,160.0,0,0,8.900000000000034,70926.8,0.03678905687544996
2927,L50106,L,300.7,309.7,1507.0,52.4,163.0,0,0,9.0,78966.8,0.03474801061007957
2928,M17787,M,300.7,309.6,1421.0,49.8,165.0,0,0,8.900000000000034,70765.8,0.0350210970464135
2929,M17788,M,300.8,309.7,1258.0,54.9,168.0,0,0,8.899999999999977,69064.2,0.043606036536934074
2930,M17789,M,300.8,309.7,1482.0,39.0,171.0,0,0,8.899999999999977,57798.0,0.026298044504383007
2931,H32344,H,300.7,309.6,1403.0,51.3,174.0,0,0,8.900000000000034,71973.9,0.036538461538461534
2932,L50111,L,300.8,309.7,1373.0,45.4,179.0,0,0,8.899999999999977,62334.2,0.03304221251819505
2933,L50112,L,300.9,309.7,1460.0,42.1,181.0,0,0,8.800000000000011,61466.0,0.028815879534565367
2934,M17793,M,300.8,309.7,1751.0,27.9,183.0,0,0,8.899999999999977,48852.899999999994,0.015924657534246576
2935,M17794,M,300.8,309.6,1546.0,42.3,186.0,0,0,8.800000000000011,65395.799999999996,0.02734324499030381
2936,M17795,M,300.8,309.7,1680.0,28.2,189.0,0,0,8.899999999999977,47376.0,0.016775728732897083
2937,M17796,M,300.9,309.7,1394.0,48.8,192.0,0,0,8.800000000000011,68027.2,0.03498207885304659
2938,L50117,L,300.7,309.6,1810.0,26.0,195.0,0,0,8.900000000000034,47060.0,0.01435670900055218
2939,L50118,L,300.7,309.5,1479.0,34.5,197.0,0,0,8.800000000000011,51025.5,0.023310810810810812
2940,L50119,L,300.9,309.7,1431.0,41.4,199.0,0,0,8.800000000000011,59243.4,0.028910614525139666
2941,L50120,L,300.9,309.7,2355.0,14.4,201.0,0,0,8.800000000000011,33912.0,0.006112054329371817
2942,M17801,M,300.7,309.6,1996.0,19.8,203.0,1,1,8.900000000000034,39520.8,0.009914872308462695
2943,L50122,L,300.7,309.5,1461.0,49.9,0.0,0,0,8.800000000000011,72903.9,0.0341313269493844
2944,H32357,H,300.7,309.5,2007.0,19.7,2.0,0,0,8.800000000000011,39537.9,0.009810756972111553
2945,L50124,L,300.7,309.6,1505.0,34.9,7.0,0,0,8.900000000000034,52524.5,0.023173970783532536
2946,H32359,H,300.7,309.6,1925.0,20.5,9.0,0,0,8.900000000000034,39462.5,0.010643821391484943
2947,M17806,M,300.7,309.5,1622.0,30.5,14.0,0,0,8.800000000000011,49471.0,0.018792359827479975
2948,L50127,L,300.7,309.5,1592.0,29.0,17.0,0,0,8.800000000000011,46168.0,0.01820464532328939
2949,L50128,L,300.7,309.5,1850.0,24.5,19.0,0,0,8.800000000000011,45325.0,0.013236088600756347
2950,M17809,M,300.7,309.5,1470.0,48.7,21.0,0,0,8.800000000000011,71589.0,0.03310673011556764
2951,M17810,M,300.7,309.5,1445.0,46.4,24.0,0,0,8.800000000000011,67048.0,0.03208852005532503
2952,L50131,L,300.7,309.5,1685.0,31.1,27.0,0,0,8.800000000000011,52403.5,0.01844602609727165
2953,H32366,H,300.7,309.5,1667.0,30.5,29.0,0,0,8.800000000000011,50843.5,0.01828537170263789
2954,L50133,L,300.7,309.5,1578.0,35.4,34.0,0,0,8.800000000000011,55861.2,0.022419252691576946
2955,H32368,H,300.6,309.4,1691.0,28.0,36.0,0,0,8.799999999999955,47348.0,0.016548463356973995
2956,M17815,M,300.7,309.5,1439.0,43.8,41.0,0,0,8.800000000000011,63028.2,0.030416666666666665
2957,M17816,M,300.8,309.6,1404.0,38.7,44.0,0,0,8.800000000000011,54334.8,0.027544483985765127
2958,L50137,L,300.8,309.6,1498.0,45.8,47.0,0,0,8.800000000000011,68608.4,0.030553702468312207
2959,M17818,M,300.8,309.5,1481.0,44.5,49.0,0,0,8.699999999999989,65904.5,0.03002699055330634
2960,M17819,M,300.7,309.4,1589.0,35.0,52.0,0,0,8.699999999999989,55615.0,0.0220125786163522
2961,L50140,L,300.7,309.5,1467.0,44.3,55.0,0,0,8.800000000000011,64988.1,0.03017711171662125
2962,L50141,L,300.6,309.4,1654.0,40.1,57.0,0,0,8.799999999999955,66325.40000000001,0.02422960725075529
2963,L50142,L,300.7,309.5,1508.0,39.9,59.0,0,0,8.800000000000011,60169.2,0.02644135188866799
2964,M17823,M,300.7,309.6,1439.0,43.0,61.0,0,0,8.900000000000034,61877.0,0.029861111111111113
2965,L50144,L,300.7,310.1,1692.0,30.3,64.0,0,0,9.400000000000034,51267.6,0.01789722386296515
2966,M17825,M,300.7,309.5,1838.0,24.9,66.0,0,0,8.800000000000011,45766.2,0.013539967373572593
2967,L50146,L,300.6,309.3,1601.0,40.2,69.0,0,0,8.699999999999989,64360.200000000004,0.0250936329588015
2968,L50147,L,300.6,309.4,1369.0,51.6,71.0,0,0,8.799999999999955,70640.40000000001,0.037664233576642336
2969,M17828,M,300.6,309.4,1312.0,45.2,73.0,0,0,8.799999999999955,59302.4,0.03442498095963443
2970,L50149,L,300.6,309.4,1468.0,44.1,76.0,0,0,8.799999999999955,64738.8,0.030020422055820287
2971,M17830,M,300.6,309.4,1452.0,39.4,78.0,0,0,8.799999999999955,57208.799999999996,0.027116311080523054
2972,M17831,M,300.7,309.5,1393.0,43.9,81.0,0,0,8.800000000000011,61152.7,0.03149210903873745
2973,M17832,M,300.6,309.4,1432.0,44.2,84.0,0,0,8.799999999999955,63294.4,0.030844382414515006
2974,M17833,M,300.6,309.3,1510.0,46.0,87.0,0,0,8.699999999999989,69460.0,0.03044341495698213
2975,M17834,M,300.6,309.4,1521.0,37.2,90.0,0,0,8.799999999999955,56581.200000000004,0.024441524310118267
2976,H32389,H,300.5,309.4,1360.0,46.2,93.0,0,0,8.899999999999977,62832.00000000001,0.03394562821454813
2977,M17836,M,300.5,309.3,1881.0,25.5,98.0,0,0,8.800000000000011,47965.5,0.01354941551540914
2978,L50157,L,300.4,309.3,1413.0,50.3,101.0,0,0,8.900000000000034,71073.9,0.03557284299858557
2979,H32392,L,300.5,309.4,1642.0,36.2,103.0,0,0,8.899999999999977,59440.4,0.02203286670724285
2980,L50159,L,300.5,309.5,1542.0,38.5,108.0,0,0,9.0,59367.0,0.024951393389500972
2981,L50160,L,300.4,309.5,1447.0,39.3,110.0,0,0,9.100000000000023,56867.1,0.02714088397790055
2982,H32395,H,300.4,309.4,1530.0,40.4,112.0,0,0,9.0,61812.0,0.0263879817112998
2983,L50162,L,300.5,309.5,1795.0,27.7,117.0,0,0,9.0,49721.5,0.01542316258351893
2984,L50163,L,300.6,309.6,1290.0,57.4,119.0,0,0,9.0,74046.0,0.04446165762974438
2985,L50164,L,300.6,309.7,1639.0,30.4,121.0,0,0,9.099999999999966,49825.6,0.018536585365853658
2986,L50165,L,300.7,309.8,1596.0,31.5,123.0,0,0,9.100000000000023,50274.0,0.019724483406386977
2987,L50166,L,300.6,309.8,1455.0,48.0,125.0,0,0,9.199999999999989,69840.0,0.03296703296703297
2988,M17847,M,300.6,309.8,1659.0,28.9,127.0,0,0,9.199999999999989,47945.1,0.017409638554216865
2989,M17848,M,300.6,309.8,1532.0,42.5,130.0,0,0,9.199999999999989,65110.0,0.027723418134377037
2990,L50169,L,300.6,309.8,1502.0,42.4,133.0,0,0,9.199999999999989,63684.799999999996,0.02821024617431803
2991,L50170,L,300.6,309.8,1688.0,28.6,135.0,0,0,9.199999999999989,48276.8,0.016933096506808763
2992,M17851,M,300.5,309.7,1341.0,50.9,137.0,0,0,9.199999999999989,68256.9,0.03792846497764531
2993,M17852,M,300.5,309.7,1685.0,29.4,140.0,0,0,9.199999999999989,49539.0,0.017437722419928824
2994,M17853,M,300.5,309.8,1370.0,55.9,143.0,0,0,9.300000000000011,76583.0,0.040773158278628735
2995,L50174,L,300.5,309.8,1461.0,52.5,146.0,0,0,9.300000000000011,76702.5,0.035909712722298225
2996,L50175,L,300.5,309.8,1550.0,37.4,148.0,0,0,9.300000000000011,57970.0,0.024113475177304965
2997,M17856,M,300.5,309.8,1508.0,37.8,150.0,0,0,9.300000000000011,57002.399999999994,0.02504970178926441
2998,L50177,L,300.5,309.8,1345.0,62.7,153.0,0,0,9.300000000000011,84331.5,0.04658246656760773
2999,L50178,L,300.5,309.7,1616.0,34.5,155.0,0,0,9.199999999999989,55752.0,0.021335807050092765
3000,L50179,L,300.5,309.7,1395.0,61.0,157.0,0,0,9.199999999999989,85095.0,0.04369627507163324
3001,H32414,H,300.5,309.8,1324.0,72.8,159.0,1,0,9.300000000000011,96387.2,0.054943396226415094
3002,L50181,L,300.5,309.8,1445.0,43.9,164.0,0,0,9.300000000000011,63435.5,0.030359612724757953
3003,M17862,M,300.5,309.8,1555.0,38.9,166.0,0,0,9.300000000000011,60489.5,0.024999999999999998
3004,M17863,M,300.6,309.9,1449.0,42.4,169.0,0,0,9.299999999999955,61437.6,0.029241379310344828
3005,M17864,M,300.5,309.9,1466.0,40.1,172.0,0,0,9.399999999999977,58786.6,0.027334696659850034
3006,L50185,L,300.5,309.9,1503.0,37.4,175.0,0,0,9.399999999999977,56212.2,0.024867021276595742
3007,L50186,L,300.4,309.7,1488.0,35.7,177.0,0,0,9.300000000000011,53121.600000000006,0.023975822699798525
3008,L50187,L,300.4,309.7,1314.0,50.2,179.0,0,0,9.300000000000011,65962.8,0.038174904942965784
3009,M17868,M,300.4,309.7,1547.0,38.0,181.0,0,0,9.300000000000011,58786.0,0.02454780361757106
3010,M17869,M,300.4,309.7,1466.0,39.8,184.0,0,0,9.300000000000011,58346.799999999996,0.02713019768234492
3011,L50190,L,300.3,309.6,1537.0,37.1,187.0,0,0,9.300000000000011,57022.700000000004,0.0241222366710013
3012,M17871,M,300.2,309.5,1434.0,51.5,189.0,0,0,9.300000000000011,73851.0,0.03588850174216028
3013,L50192,L,300.4,309.6,1432.0,44.7,192.0,0,0,9.200000000000045,64010.4,0.031193300767620377
3014,L50193,L,300.5,309.6,1390.0,48.4,194.0,0,0,9.100000000000023,67276.0,0.03479511143062545
3015,L50194,L,300.5,309.7,1580.0,42.8,196.0,0,0,9.199999999999989,67624.0,0.027071473750790637
3016,L50195,L,300.5,309.7,1589.0,30.5,198.0,0,0,9.199999999999989,48464.5,0.019182389937106917
3017,L50196,L,300.5,309.8,1441.0,48.8,200.0,0,0,9.300000000000011,70320.8,0.03384188626907073
3018,L50197,L,300.5,309.8,1305.0,51.7,202.0,0,0,9.300000000000011,67468.5,0.03958652373660031
3019,M17878,M,300.5,309.8,1566.0,35.9,204.0,0,0,9.300000000000011,56219.399999999994,0.022910019144862796
3020,L50199,L,300.5,309.8,1379.0,54.2,207.0,1,0,9.300000000000011,74741.8,0.03927536231884058
3021,L50200,L,300.4,309.6,1543.0,38.1,209.0,0,0,9.200000000000045,58788.3,0.02467616580310881
3022,L50201,L,300.5,309.8,1421.0,49.6,211.0,0,0,9.300000000000011,70481.6,0.03488045007032349
3023,L50202,L,300.5,309.6,1760.0,30.6,213.0,0,0,9.100000000000023,53856.0,0.01737649063032368
3024,L50203,L,300.4,309.5,1711.0,29.2,215.0,0,0,9.100000000000023,49961.2,0.01705607476635514
3025,L50204,L,300.5,309.6,1465.0,41.6,217.0,0,0,9.100000000000023,60944.0,0.028376534788540245
3026,L50205,L,300.5,309.6,1366.0,50.2,219.0,0,0,9.100000000000023,68573.2,0.036722750548646675
3027,M17886,M,300.4,309.5,1888.0,21.9,221.0,0,0,9.100000000000023,41347.2,0.011593435680254102
3028,L50207,L,300.5,310.1,1777.0,23.6,0.0,0,0,9.600000000000023,41937.200000000004,0.01327334083239595
3029,L50208,L,300.5,309.5,1379.0,55.6,2.0,0,0,9.0,76672.40000000001,0.04028985507246377
3030,L50209,L,300.4,309.5,1525.0,51.3,4.0,0,0,9.100000000000023,78232.5,0.033617300131061595
3031,M17890,M,300.4,309.6,1563.0,34.0,6.0,0,0,9.200000000000045,53142.0,0.021739130434782608
3032,M17891,M,300.5,309.7,1389.0,43.3,9.0,0,0,9.199999999999989,60143.7,0.031151079136690647
3033,M17892,M,300.6,309.8,1447.0,42.9,12.0,0,0,9.199999999999989,62076.299999999996,0.02962707182320442
3034,M17893,M,300.6,309.7,1934.0,22.8,15.0,0,0,9.099999999999966,44095.200000000004,0.01178294573643411
3035,H32448,H,300.6,309.7,1470.0,43.8,18.0,0,0,9.099999999999966,64385.99999999999,0.029775662814411963
3036,M17895,M,300.6,309.7,1428.0,42.6,23.0,0,0,9.099999999999966,60832.8,0.029811056682995104
3037,L50216,L,300.4,309.6,1319.0,48.1,26.0,0,0,9.200000000000045,63443.9,0.03643939393939394
3038,L50217,L,300.5,309.7,1887.0,24.3,28.0,0,0,9.199999999999989,45854.1,0.012870762711864407
3039,L50218,L,300.4,309.5,1349.0,50.4,30.0,0,0,9.100000000000023,67989.59999999999,0.03733333333333333
3040,M17899,M,300.3,309.5,1665.0,31.4,32.0,0,0,9.199999999999989,52281.0,0.018847539015606242
3041,L50220,L,300.3,309.5,1474.0,38.7,35.0,0,0,9.199999999999989,57043.8,0.02623728813559322
3042,L50221,L,300.4,309.5,1543.0,38.9,37.0,0,0,9.100000000000023,60022.7,0.025194300518134715
3043,M17902,M,300.2,309.4,1459.0,43.9,39.0,0,0,9.199999999999989,64050.1,0.03006849315068493
3044,L50223,L,300.3,309.5,1551.0,37.9,42.0,0,0,9.199999999999989,58782.899999999994,0.024420103092783505
3045,L50224,L,300.2,309.4,1981.0,21.4,44.0,0,0,9.199999999999989,42393.399999999994,0.010797174571140261
3046,L50225,L,300.2,309.4,1526.0,35.3,46.0,0,0,9.199999999999989,53867.799999999996,0.023117223313686965
3047,M17906,M,300.2,309.4,1501.0,40.0,48.0,0,0,9.199999999999989,60040.0,0.02663115845539281
3048,L50227,L,300.2,309.4,1558.0,38.3,51.0,0,0,9.199999999999989,59671.399999999994,0.024567030147530467
3049,L50228,L,300.2,309.3,1532.0,43.2,53.0,0,0,9.100000000000023,66182.40000000001,0.02818003913894325
3050,L50229,L,300.1,309.2,1326.0,55.9,55.0,0,0,9.099999999999966,74123.4,0.04212509419743783
3051,L50230,L,300.2,309.2,1431.0,51.3,57.0,0,0,9.0,73410.3,0.035824022346368715
3052,L50231,L,300.2,309.3,1366.0,49.3,59.0,0,0,9.100000000000023,67343.8,0.03606437454279444
3053,L50232,L,300.1,309.2,1421.0,42.5,61.0,0,0,9.099999999999966,60392.5,0.02988748241912799
3054,H32467,H,300.2,309.3,1506.0,35.6,63.0,0,0,9.100000000000023,53613.6,0.023623092236230922
3055,H32468,H,300.2,309.3,1342.0,48.7,68.0,0,0,9.100000000000023,65355.4,0.03626209977661951
3056,L50235,L,300.1,309.2,1427.0,37.6,73.0,0,0,9.099999999999966,53655.200000000004,0.026330532212885154
3057,L50236,L,300.2,309.2,1667.0,29.9,75.0,0,0,9.0,49843.299999999996,0.01792565947242206
3058,L50237,L,300.1,309.1,1400.0,46.7,77.0,0,0,9.0,65380.00000000001,0.03333333333333333
3059,L50238,L,300.0,309.0,1709.0,32.1,79.0,0,0,9.0,54858.9,0.018771929824561405
3060,M17919,M,300.0,309.0,1368.0,45.8,81.0,0,0,9.0,62654.399999999994,0.03345507669831994
3061,L50240,L,300.0,309.1,1882.0,23.8,84.0,0,0,9.100000000000023,44791.6,0.012639405204460967
3062,L50241,M,300.1,309.1,1353.0,58.7,86.0,0,0,9.0,79421.1,0.04335302806499262
3063,L50242,L,299.9,309.0,1553.0,40.0,88.0,0,0,9.100000000000023,62120.0,0.02574002574002574
3064,L50243,L,300.0,309.1,1431.0,45.4,90.0,0,0,9.100000000000023,64967.4,0.03170391061452514
3065,M17924,M,300.1,309.1,1731.0,30.4,92.0,0,0,9.0,52622.399999999994,0.017551963048498844
3066,M17925,M,300.1,309.2,1687.0,27.7,95.0,0,0,9.099999999999966,46729.9,0.01640995260663507
3067,M17926,M,300.1,309.2,1457.0,44.3,98.0,0,0,9.099999999999966,64545.1,0.030384087791495196
3068,L50247,L,300.1,309.2,1533.0,37.0,101.0,0,0,9.099999999999966,56721.0,0.024119947848761408
3069,H32482,H,300.0,309.0,1622.0,31.8,103.0,0,0,9.0,51579.6,0.019593345656192238
3070,L50249,L,300.0,309.1,1791.0,28.2,108.0,0,0,9.100000000000023,50506.2,0.015736607142857142
3071,L50250,L,300.0,309.1,1631.0,28.3,110.0,0,0,9.100000000000023,46157.3,0.017340686274509805
3072,L50251,L,300.0,309.0,2174.0,16.9,112.0,0,0,9.0,36740.6,0.007770114942528735
3073,L50252,L,300.1,309.0,1314.0,58.2,114.0,0,0,8.899999999999977,76474.8,0.04425855513307985
3074,L50253,L,300.1,309.1,1478.0,46.9,116.0,0,0,9.0,69318.2,0.031710615280594996
3075,L50254,L,300.1,309.2,1783.0,27.3,118.0,0,0,9.099999999999966,48675.9,0.015302690582959641
3076,M17935,M,300.1,309.2,1385.0,46.1,120.0,0,0,9.099999999999966,63848.5,0.03326118326118326
3077,L50256,L,300.0,309.2,1444.0,43.6,123.0,0,0,9.199999999999989,62958.4,0.03017301038062284
3078,L50257,L,300.1,309.3,1841.0,23.0,125.0,0,0,9.199999999999989,42343.0,0.01248642779587405
3079,M17938,M,300.1,309.4,1349.0,56.2,127.0,0,0,9.299999999999955,75813.8,0.041629629629629634
3080,L50259,L,300.1,309.3,1340.0,56.0,130.0,0,0,9.199999999999989,75040.0,0.041759880686055184
3081,M17940,M,299.9,309.2,1539.0,43.2,132.0,0,0,9.300000000000011,66484.8,0.028051948051948054
3082,M17941,M,300.0,309.3,1932.0,21.8,135.0,0,0,9.300000000000011,42117.6,0.011277806518365236
3083,M17942,M,300.0,309.3,1407.0,43.9,138.0,0,0,9.300000000000011,61767.299999999996,0.03117897727272727
3084,L50263,L,300.1,309.3,1712.0,28.5,141.0,0,0,9.199999999999989,48792.0,0.016637478108581436
3085,H32498,H,300.1,309.4,1329.0,55.2,143.0,0,0,9.299999999999955,73360.8,0.041503759398496244
3086,L50265,L,300.1,309.2,1441.0,42.9,148.0,0,0,9.099999999999966,61818.9,0.029750346740638003
3087,L50266,L,300.0,309.2,1610.0,32.1,150.0,0,0,9.199999999999989,51681.0,0.019925512104283054
3088,M17947,M,300.0,309.1,1474.0,45.2,152.0,0,0,9.100000000000023,66624.8,0.03064406779661017
3089,M17948,M,300.0,309.1,1624.0,30.8,155.0,0,0,9.100000000000023,50019.200000000004,0.018953846153846154
3090,H32503,H,300.1,309.3,1520.0,38.2,158.0,0,0,9.199999999999989,58064.00000000001,0.025115055884286655
3091,H32504,H,300.1,309.3,1448.0,45.8,163.0,0,0,9.199999999999989,66318.4,0.031608005521049
3092,L50271,L,300.0,309.3,1558.0,29.7,168.0,0,0,9.300000000000011,46272.6,0.019050673508659396
3093,M17952,M,300.0,309.3,2293.0,16.3,170.0,0,0,9.300000000000011,37375.9,0.007105492589363558
3094,L50273,L,300.0,309.3,1397.0,51.2,173.0,0,0,9.300000000000011,71526.40000000001,0.03662374821173105
3095,L50274,L,300.0,309.3,1972.0,22.0,175.0,0,0,9.300000000000011,43384.0,0.011150532184490624
3096,M17955,M,299.9,309.2,1574.0,36.5,177.0,0,0,9.300000000000011,57451.0,0.023174603174603174
3097,L50276,L,299.9,309.2,1560.0,38.9,180.0,0,0,9.300000000000011,60684.0,0.024919923126201154
3098,M17957,M,299.9,309.2,1353.0,49.8,182.0,0,0,9.300000000000011,67379.4,0.03677991137370753
3099,M17958,M,299.9,309.2,1389.0,51.2,185.0,0,0,9.300000000000011,71116.8,0.03683453237410072
3100,M17959,M,299.9,309.1,1513.0,43.8,188.0,0,0,9.200000000000045,66269.4,0.02892998678996037
3101,L50280,L,299.8,309.1,1578.0,42.1,191.0,0,0,9.300000000000011,66433.8,0.026662444585180495
3102,H32515,H,299.8,309.0,1467.0,37.3,193.0,0,0,9.199999999999989,54719.1,0.025408719346049043
3103,L50282,L,299.9,309.1,1412.0,48.3,198.0,0,0,9.200000000000045,68199.59999999999,0.03418259023354565
3104,L50283,L,299.8,309.1,1668.0,30.3,200.0,0,0,9.300000000000011,50540.4,0.018154583582983823
3105,M17964,M,299.8,309.2,1678.0,29.8,202.0,0,0,9.399999999999977,50004.4,0.017748659916617036
3106,L50285,L,299.8,309.1,1612.0,35.4,205.0,0,0,9.300000000000011,57064.799999999996,0.021946683199008058
3107,L50286,L,299.8,309.1,1485.0,39.9,207.0,0,0,9.300000000000011,59251.5,0.026850605652759083
3108,M17967,M,299.8,309.1,1456.0,39.4,209.0,0,0,9.300000000000011,57366.4,0.027041866849691145
3109,L50288,L,299.8,309.2,1504.0,38.7,212.0,0,0,9.399999999999977,58204.8,0.025714285714285717
3110,L50289,L,299.9,309.2,1491.0,44.3,214.0,0,0,9.300000000000011,66051.3,0.029691689008042893
3111,H32524,H,299.9,309.2,1525.0,33.2,0.0,0,0,9.300000000000011,50630.00000000001,0.0217562254259502
3112,L50291,L,300.0,309.2,1759.0,27.9,5.0,0,0,9.199999999999989,49076.1,0.015852272727272725
3113,M17972,M,299.8,309.1,1355.0,56.7,7.0,0,0,9.300000000000011,76828.5,0.0418141592920354
3114,M17973,M,299.9,309.1,1345.0,56.8,10.0,0,0,9.200000000000045,76396.0,0.04219910846953937
3115,M17974,M,299.9,309.2,1683.0,30.5,13.0,0,0,9.300000000000011,51331.5,0.01811163895486936
3116,L50295,L,299.9,309.2,1658.0,34.8,16.0,0,0,9.300000000000011,57698.399999999994,0.02097649186256781
3117,L50296,L,300.0,309.2,1566.0,34.4,18.0,0,0,9.199999999999989,53870.399999999994,0.021952776005105295
3118,M17977,M,300.1,309.3,1469.0,43.9,20.0,0,0,9.199999999999989,64489.1,0.029863945578231292
3119,M17978,M,300.2,309.5,1458.0,46.9,23.0,0,0,9.300000000000011,68380.2,0.032145305003427
3120,L50299,L,300.1,309.4,1858.0,23.6,26.0,0,0,9.299999999999955,43848.8,0.012694997310381926
3121,H32534,H,300.1,309.4,1563.0,40.8,28.0,0,0,9.299999999999955,63770.399999999994,0.02608695652173913
3122,L50301,M,300.1,309.4,2141.0,17.9,33.0,0,0,9.299999999999955,38323.899999999994,0.008356676003734827
3123,L50302,L,300.0,309.3,1473.0,46.0,35.0,0,0,9.300000000000011,67758.0,0.031207598371777476
3124,H32537,H,300.0,309.4,1498.0,38.5,37.0,0,0,9.399999999999977,57673.0,0.0256837891927952
3125,L50304,L,300.1,309.4,1568.0,39.7,42.0,0,0,9.299999999999955,62249.600000000006,0.025302740599107712
3126,L50305,L,300.1,309.4,1503.0,27.4,44.0,0,0,9.299999999999955,41182.2,0.018218085106382977
3127,L50306,L,300.0,309.4,1499.0,35.7,46.0,0,0,9.399999999999977,53514.3,0.0238
3128,L50307,L,300.0,309.5,1717.0,28.3,48.0,0,0,9.5,48591.1,0.016472642607683354
3129,M17988,M,300.1,309.5,1462.0,42.8,50.0,0,0,9.399999999999977,62573.6,0.029254955570745044
3130,L50309,L,300.1,309.6,1642.0,34.5,53.0,0,0,9.5,56649.0,0.020998174071819843
3131,L50310,L,300.1,309.6,1760.0,25.4,55.0,0,0,9.5,44704.0,0.014423622941510504
3132,L50311,L,300.1,309.5,1660.0,32.7,57.0,0,0,9.399999999999977,54282.00000000001,0.01968693558097532
3133,L50312,L,300.1,309.5,1557.0,40.6,59.0,0,0,9.399999999999977,63214.200000000004,0.026059050064184852
3134,H32547,H,300.2,309.6,1442.0,49.2,61.0,0,0,9.400000000000034,70946.40000000001,0.0340956340956341
3135,L50314,L,300.2,309.6,1359.0,51.5,66.0,0,0,9.400000000000034,69988.5,0.03786764705882353
3136,L50315,L,300.4,309.8,1342.0,52.5,68.0,0,0,9.400000000000034,70455.0,0.0390915860014892
3137,L50316,L,300.4,309.9,1435.0,54.8,70.0,0,0,9.5,78638.0,0.03816155988857939
3138,L50317,L,300.4,309.9,1567.0,36.5,72.0,0,0,9.5,57195.5,0.023278061224489797
3139,L50318,L,300.4,309.9,1376.0,43.5,74.0,0,0,9.5,59856.0,0.03159041394335512
3140,H32553,H,300.4,309.9,1513.0,38.7,76.0,0,0,9.5,58553.100000000006,0.025561426684280054
3141,H32554,H,300.4,309.9,2563.0,12.8,81.0,1,0,9.5,32806.4,0.0049921996879875195
3142,L50321,L,300.5,310.0,1521.0,45.1,86.0,0,0,9.5,68597.1,0.029632063074901446
3143,L50322,L,300.6,310.0,1658.0,34.7,88.0,0,0,9.399999999999977,57532.600000000006,0.020916214587100666
3144,H32557,H,300.6,310.0,1419.0,42.4,90.0,0,0,9.399999999999977,60165.6,0.029859154929577462
3145,M18004,M,300.6,310.0,1478.0,36.3,95.0,0,0,9.399999999999977,53651.399999999994,0.024543610547667342
3146,M18005,M,300.5,310.0,1415.0,43.5,98.0,0,0,9.5,61552.5,0.03072033898305085
3147,M18006,M,300.5,309.9,1780.0,26.5,101.0,0,0,9.399999999999977,47170.0,0.014879281302638967
3148,M18007,M,300.4,309.7,1440.0,42.8,104.0,0,0,9.300000000000011,61631.99999999999,0.02970159611380985
3149,H32562,H,300.4,309.8,1448.0,39.7,107.0,0,0,9.400000000000034,57485.600000000006,0.027398205659075227
3150,H32563,H,300.4,309.7,1500.0,35.2,112.0,0,0,9.300000000000011,52800.00000000001,0.023451032644903398
3151,L50330,L,300.4,309.8,1513.0,32.9,117.0,0,0,9.400000000000034,49777.7,0.021730515191545573
3152,L50331,L,300.5,309.8,1428.0,43.8,119.0,0,0,9.300000000000011,62546.399999999994,0.030650804758572427
3153,M18012,M,300.5,309.8,1473.0,42.3,121.0,0,0,9.300000000000011,62307.899999999994,0.028697421981004067
3154,M18013,M,300.5,309.9,1483.0,49.3,124.0,0,0,9.399999999999977,73111.9,0.033221024258760105
3155,L50334,L,300.4,309.7,1534.0,42.5,127.0,0,0,9.300000000000011,65195.0,0.02768729641693811
3156,L50335,L,300.5,309.8,1367.0,54.0,129.0,0,0,9.300000000000011,73818.0,0.039473684210526314
3157,L50336,L,300.4,309.7,1467.0,36.9,131.0,0,0,9.300000000000011,54132.299999999996,0.02513623978201635
3158,M18017,M,300.4,309.7,1488.0,42.2,133.0,0,0,9.300000000000011,62793.600000000006,0.02834116856950974
3159,L50338,L,300.4,309.7,1679.0,30.1,136.0,0,0,9.300000000000011,50537.9,0.017916666666666668
